s.no,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index 
4463,36,General,Tops,Knits,865,Returned immediately,"First, the product arrived in a very small bag that made for many, many wrinkles - almost impossible to determine what it might look like. shame on retailer for sending their items in this manner. secondly, i don't know how individuals wear this with a bra. the back is cut so low that my bra back band partially showed - not my idea of a good look. third, the front necessitated a cami, and there is no way a cami can be worn due to how it is cut in the back. returning now, and i just received it.",10,4,0
8026,33,General,Tops,Blouses,829,No problems w fit.,"So, i'm really surprised that reviewers said the fit was too small and too tight in the arms. i'm 5'7"" and 183lbs and my husband (god bless his soul) bought me an 8 for my birthday. i tried it on just to see and was pretty impressed i could button it across my chest and get it over my arms as those are common problem areas for me. regardless i need to exchange the shirt for a larger size because even though i got it on its not how is supposed to look. the shirt is loose around the midsection whi",2,5,1
12178,44,General,Dresses,Dresses,1086,Lovely look but disappointing quality,"I was so excited to get this dress; i ordered the red, and it's a beautiful, vibrant, festive color. i am small-busted, 5'3"" and 120 lbs, and i got the regular xs, which fit very well, fitted but not too tight. i normally order petite, but i wanted the dress to hit a little lower on me than on the model; it ended up just above my knee, and i was happy with that. the shape is very flattering and i really like the scallop detail on the back v. the fabric looks substantial but isn't super heavy? an",3,3,0
17829,37,General,Tops,Knits,877,Great jacket,"This jacket has been a fun addition to my wardrobe. it has a very cute fit, and i like that it pulls in a bit at the sides to give it a form fitted look. best of all it stretches well despite the form fit; you can cross your arms or raise them up and you don't feel like your movement is restricted. i really like the soft suede-like material on the inside of the arms and the sides of the jacket. it fits true to size. can be worn casual or dressed up a bit. highly recommend!",7,5,1
16075,40,General,Tops,Blouses,818,"Beautiful fabric, huge cut","The fabric on this shirt was beautifully woven and so soft/cozy. but the shirt was so wide! i'm 5'2"", 103lbs and got an xs. there was room for two of me in there. it draped very well, but instead of looking slouchy and cool, it just looked too big. so, back it goes.",0,3,0
10090,31,General,Dresses,Dresses,1151,Beautiful but missing buttons,"This dress is beautiful! i normally do not order online because i am so picky with how clothes fit. i am 5'4 and 138 lbs. i recently had a baby, so i am self conscious about my tummy area still. this dress fits great and looks great on! it's sort of ""a"" shaped, but very flattering and still gives you a good overall shape. the colors are a redish orange, navy and creamish white. i'm having to exchange it at the moment because it came in missing both buttons on each sleeve. the buttons are necessa",0,4,1
20903,49,General,Dresses,Dresses,1078,Wanted to love it,"The colors in this dress are beautiful (the green/blue version) but the fabric is a very see through mesh and feels flimsy. i purchased it online and wasn't expecting it to be so sheer -- the particular empire cut combined with the fabric makes it feel more like a nightgown, i really wanted to love it but it's going back.",0,2,0
5086,64,General,Bottoms,Jeans,1037,Nice velvet leggings,"I have other pilcro cord leggings & the black ponte knit leggings in my usual size 28 in this brand. they fit well & have a nice stretch - very comfy. i ordered these velvet leggings in the 28, the blue & the wine, & they just don't fit the same as the others. these are a little short in the crotch area & the legs feel restrictive & not much give. i have skinny legs! length is perfect though at the ankle. these same exact pants were just in at the store in black & fit a little better, but i don'",17,5,1
3734,34,General Petite,Dresses,Dresses,1099,Super soft but can make you look frumpy,"Dress is silk? it's soft and pretty. it's blue so you can wear brown or blue suede boots!
i caught my reflection a few times and thought i looked really bottom heavy. dress is awesome. worth it.",0,5,1
3581,29,General,Tops,Knits,873,Way too large in the waist,"Definitely size down, the waist and chest were baggy in my normal size s.",0,3,0
2682,53,General Petite,Jackets,Jackets,975,Embroidered beauty,"I bought this jacket recently and i actually had been watching it in my retailer. store, but, they didn&#39;t have my size.  someone must have returned a size small and i scooped it up.  i probably would have bought the xs but, it was gone.  i went with it a little oversized and love it!  great quality and workmanship on the embroidery.   more like the items that retailer used to sell in 2004 and 2005!  super cute, love it!",0,5,1
3180,46,General Petite,Dresses,Dresses,1094,Picotage sheath,"On me this was not good at all. couldn't get it off fast enough. the thick, stretchy fabric instantly added bulk to my frame and the leaf pattern over my mid section emphasized my belly (and i'm a size 2). also, the color is a dark, brick red and i think if it had been a true red it would have been much more attractive.",2,3,0
14275,50,General Petite,Dresses,Dresses,1086,Cute casual with a twist,So super soft and comfortable - great to throw on to run errands with ease while still looking stylish - the lace up front makes it more special that just a standard tee shirt dress,0,5,1
14996,51,General,Dresses,Dresses,1078,Beautiful dress but....,I wanted to love this dress but it was too large... and once i washed it (which is recommended) it shrank so i had to return it.,1,4,0
18696,43,General Petite,Jackets,Jackets,956,,"This is so close to perfect, but there's a seam down the middle of the back and they didn't bother to match the polka dots. you can see the mismatch in the second photo. i was about to buy the jacket, and totally in love, when i turned and saw the error. i hoped it was one bad match, but nope, on every one. couldn't unsee, didn't buy. very disappointed.",1,1,1
19207,38,General,Tops,Knits,861,Cute pattern but feels cheap,Really liked the fan pattern and the cut was cute and flattering.  but the material is thin and all the edges are not finished and look frayed making the shirt look and feel cheap.  would have kept if thicker material and the edges were finished.  not worth full price,10,3,0
23122,27,General Petite,Tops,Blouses,820,Worst peplum top in history,"This is the most unflattering peplum top i have ever tried on. fit perfectly as a size 6 should in the arms, shoulder, chest... then the waist was huge! just hung off of me like a flour sack. it was wider than the chest measurements, which made me appear frumpy instead of tailored and classic. combine that with the high-low hemline and it looked like a project runway reject. sent back immediately, do not buy this if you have (or want to appear to have) an hourglass figure, it will do nothing for",0,1,0
